species,population.ID,taxon,Citation,Life.Stage,Sex.Ratio,SuperTaxa,LifeHistory,N,sex.determination,SDM.Type,SDM.Type.conservative,sex.det.source,Notes
Tropidurus_itambere,513,lizards,144,juvenile.sex.ratio,0.49,squamatara,S,290,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Tropidurus_torquatus,514,lizards,"new81, m55",adult.sex.ratio,0.389,squamatara,S,190,GSD,GSD,GSD,species.in.TreeOfSex,NA
Tropidurus_torquatus,514,lizards,"new81, m55",juvenile.sex.ratio,0.42,squamatara,S,50,GSD,GSD,GSD,species.in.TreeOfSex,NA
Underwoodisaurus_milii,515,lizards,1037,adult.sex.ratio,0.519,squamatara,S,79,GSD,GSD,GSD,Pokorn‡ et al (2014) Cyogenetic and genome research,NA
Underwoodisaurus_milii,516,lizards,1037,adult.sex.ratio,0.5,squamatara,S,30,GSD,GSD,GSD,Pokorn‡ et al (2014) Cyogenetic and genome research,NA
Uta_stansburiana,517,lizards,"g10, m51",birth.sex.ratio,0.52,squamatara,S,126,GSD,GSD,GSD,species.in.TreeOfSex,NA
Uta_stansburiana,517,lizards,"g10, m51",adult.sex.ratio,0.501,squamatara,S,1888,GSD,GSD,GSD,species.in.TreeOfSex,NA
Uta_stansburiana,517,lizards,"g10, m51",juvenile.sex.ratio,0.468,squamatara,S,111,GSD,GSD,GSD,species.in.TreeOfSex,NA
Uta_stansburiana,518,lizards,g49,birth.sex.ratio,0.494,squamatara,S,87,GSD,GSD,GSD,species.in.TreeOfSex,NA
Uta_stansburiana,518,lizards,g49,adult.sex.ratio,0.463,squamatara,S,326,GSD,GSD,GSD,species.in.TreeOfSex,NA
Uta_stansburiana,520,lizards,v31,adult.sex.ratio,0.442,squamatara,S,1884,GSD,GSD,GSD,species.in.TreeOfSex,NA
Varanus_albigularis,521,lizards,na5,adult.sex.ratio,0.561,squamatara,S,205,GSD,GSD,GSD,species.in.TreeOfSex,NA
Varanus_salvator,522,lizards,1030,adult.sex.ratio,0.485,squamatara,S,33,GSD,GSD,GSD,species.in.TreeOfSex,"In tree of sex, the reference cited actually says that the evidence is not convincing that Varanidae have TSD due to misID sex and no histological confirmation; keeping this as GSD due to this and GSD being in the rest of the genus"
Vipera_aspis,523,snakes,220,adult.sex.ratio,0.531,squamatara,S,988,GSD,GSD,GSD,species.in.TreeOfSex,written as Vipera aspis aspis in tree of sex
Vipera_berus,525,snakes,v33,adult.sex.ratio,0.51,squamatara,S,155,GSD,GSD,GSD,species.in.TreeOfSex,NA
Vipera_berus,526,snakes,"new83, new84",birth.sex.ratio,0.434,squamatara,S,401,GSD,GSD,GSD,species.in.TreeOfSex,NA
Vipera_berus,526,snakes,"new83, new84",adult.sex.ratio,0.558,squamatara,S,86,GSD,GSD,GSD,species.in.TreeOfSex,NA
Vipera_berus,525,snakes,v33,birth.sex.ratio,0.506,squamatara,S,79,GSD,GSD,GSD,species.in.TreeOfSex,NA
Vipera_berus,527,snakes,202,adult.sex.ratio,0.58,squamatara,S,352,GSD,GSD,GSD,species.in.TreeOfSex,NA
Vipera_ursinii,528,snakes,g11,birth.sex.ratio,0.49,squamatara,S,360,GSD,GSD,GSD,species.in.TreeOfSex,NA
Xenochrophis_piscator,529,snakes,g81,birth.sex.ratio,0.55,squamatara,S,249,GSD,GSD,GSD,species.in.TreeOfSex,NA
